,date_time,atm_pressure_mBar,rainfall_mm,wind_speed_m/s,wind_direct_degrees,surface_temperature_C,relative_humidity_%,solar_flux_Kw/m2,battery_V
897,2006/05/02 08:29,1001,0.0,3.792,158.4,7.81,66.7,0.0680708,-9999
898,2006/05/02 08:30,1001,0.0,3.25,167.5,7.82,66.63,0.066591,-9999
899,2006/05/02 08:31,1001,0.0,3.438,143.4,7.84,66.7,0.0636314,-9999
900,2006/05/02 08:32,1001,0.0,2.438,107.4,7.87,66.8,0.0621516,-9999
901,2006/05/02 08:33,1001,0.0,2.125,137.8,7.91,66.83,0.0606718,-9999
902,2006/05/02 08:34,1001,0.0,3.292,146.2,7.94,66.44,0.0606718,-9999
903,2006/05/02 08:35,1001,0.0,4.0,168.6,7.89,66.24,0.059192,-9999
904,2006/05/02 08:36,1001,0.0,4.333,143.4,7.86,65.98,0.059192,-9999
905,2006/05/02 08:37,1001,0.0,3.813,156.3,7.85,66.44,0.0577122,-9999
906,2006/05/02 08:38,1001,0.0,2.229,143.6,7.88,66.77,0.0562324,-9999
907,2006/05/02 08:39,1001,0.0,4.146,142.5,7.9,66.31,0.0547526,-9999
908,2006/05/02 08:40,1001,0.0,2.417,135.4,7.89,66.5,0.0532728,-9999
909,2006/05/02 08:41,1001,0.0,2.688,160.3,7.91,66.77,0.0532728,-9999
910,2006/05/02 08:42,1001,0.0,3.333,140.2,7.95,66.37,0.051793,-9999
911,2006/05/02 08:43,1001,0.0,3.604,148.0,7.92,66.37,0.051793,-9999
912,2006/05/02 08:44,1001,0.0,4.042,156.5,7.9,66.4,0.051793,-9999
913,2006/05/02 08:45,1001,0.0,3.667,146.6,7.89,66.37,0.051793,-9999
914,2006/05/02 08:46,1001,0.0,4.042,140.6,7.89,66.5,0.051793,-9999
915,2006/05/02 08:47,1001,0.0,4.583,152.6,7.89,66.37,0.051793,-9999
916,2006/05/02 08:48,1001,0.0,3.708,128.5,7.88,66.77,0.051793,-9999
917,2006/05/02 08:49,1001,0.0,4.625,159.6,7.89,66.67,0.051793,-9999
918,2006/05/02 08:50,1001,0.0,2.583,162.9,7.9,67.16,0.051793,-9999
919,2006/05/02 08:51,1001,0.0,2.688,143.2,7.93,67.16,0.051793,-9999
920,2006/05/02 08:52,1001,0.0,4.458,146.9,7.89,66.9,0.051793,-9999
921,2006/05/02 08:53,1001,0.0,3.563,163.7,7.89,67.26,0.0532728,-9999
922,2006/05/02 08:54,1001,0.0,3.188,147.0,7.9,67.09,0.0532728,-9999
923,2006/05/02 08:55,1001,0.0,3.229,128.1,7.91,67.49,0.0532728,-9999
924,2006/05/02 08:56,1001,0.0,3.021,132.7,7.94,67.49,0.0532728,-9999
925,2006/05/02 08:57,1001,0.0,3.188,148.3,7.96,67.29,0.0532728,-9999
926,2006/05/02 08:58,1001,0.0,3.729,167.9,7.93,67.55,0.051793,-9999
927,2006/05/02 08:59,1001,0.0,3.354,159.1,7.9,67.62,0.051793,-9999
928,2006/05/02 09:00,1001,0.0,4.396,155.2,7.89,67.62,0.0488334,-9999
929,2006/05/02 09:01,1001,0.0,3.813,169.6,7.91,67.75,0.0473536,-9999
930,2006/05/02 09:02,1001,0.0,3.458,148.3,7.9,67.88,0.0473536,-9999
931,2006/05/02 09:03,1001,0.0,3.771,126.4,7.9,67.88,0.0458738,-9999
932,2006/05/02 09:04,1001,0.0,2.854,148.9,7.95,68.01,0.044394,-9999
933,2006/05/02 09:05,1001,0.0,4.167,151.8,7.92,67.75,0.0429142,-9999
934,2006/05/02 09:06,1001,0.0,4.375,141.7,7.89,68.08,0.0414344,-9999
935,2006/05/02 09:07,1001,0.0,4.75,158.7,7.9,68.11,0.0414344,-9999
936,2006/05/02 09:08,1001,0.0,3.979,163.7,7.89,68.54,0.0414344,-9999
937,2006/05/02 09:09,1001,0.0,3.292,191.2,7.9,68.67,0.0414344,-9999
938,2006/05/02 09:10,1001,0.0,2.708,162.6,7.9,68.41,0.0429142,-9999
939,2006/05/02 09:11,1001,0.0,2.458,153.7,7.96,68.54,0.0429142,-9999
940,2006/05/02 09:12,1001,0.0,3.354,187.6,7.97,68.67,0.0429142,-9999
941,2006/05/02 09:13,1001,0.0,4.458,171.3,7.95,68.54,0.0429142,-9999
942,2006/05/02 09:14,1001,0.0,2.729,189.3,7.95,68.8,0.0429142,-9999
943,2006/05/02 09:15,1001,0.0,2.396,185.9,7.99,69.13,0.0429142,-9999
944,2006/05/02 09:16,1001,0.0,3.354,157.9,7.99,68.27,0.0414344,-9999
945,2006/05/02 09:17,1001,0.0,3.25,189.5,7.96,68.47,0.0414344,-9999
946,2006/05/02 09:18,1001,0.0,2.688,184.5,8.02,68.47,0.0399546,-9999
947,2006/05/02 09:19,1001,0.0,2.688,129.9,8.03,68.47,0.0384748,-9999
948,2006/05/02 09:20,1001,0.0,2.229,130.3,8.04,68.41,0.0384748,-9999
949,2006/05/02 09:21,1001,0.0,2.604,146.0,8.08,68.34,0.036995,-9999
950,2006/05/02 09:22,1001,0.0,2.813,145.7,8.11,67.88,0.0355152,-9999
951,2006/05/02 09:23,1001,0.0,2.042,156.8,8.07,68.14,0.0355152,-9999
952,2006/05/02 09:24,1001,0.0,2.813,134.0,8.12,67.55,0.0355152,-9999
953,2006/05/02 09:25,1001,0.0,3.521,154.3,8.03,67.42,0.036995,-9999
954,2006/05/02 09:26,1001,0.0,3.25,145.4,8.03,67.95,0.036995,-9999
955,2006/05/02 09:27,1001,0.0,3.021,139.9,7.97,68.01,0.036995,-9999
956,2006/05/02 09:28,1001,0.0,2.146,148.1,7.97,68.64,0.036995,-9999
957,2006/05/02 09:29,1001,0.0,2.104,145.7,8.02,68.86,0.036995,-9999
958,2006/05/02 09:30,1001,0.0,2.125,141.9,8.05,68.67,0.0355152,-9999
959,2006/05/02 09:31,1001,0.0,3.583,134.8,7.98,68.47,0.0355152,-9999
960,2006/05/02 09:32,1001,0.0,3.104,136.7,7.91,68.86,0.0355152,-9999
961,2006/05/02 09:33,1001,0.0,2.833,130.7,7.89,69.16,0.0340354,-9999
962,2006/05/02 09:34,1001,0.0,2.563,153.2,7.9,69.32,0.0340354,-9999
963,2006/05/02 09:35,1001,0.0,2.729,131.9,7.89,69.45,0.0325556,-9999
964,2006/05/02 09:36,1001,0.0,2.021,134.0,7.92,69.32,0.0310758,-9999
965,2006/05/02 09:37,1001,0.0,3.458,130.2,7.89,69.65,0.0310758,-9999
966,2006/05/02 09:38,1001,0.0,2.688,141.3,7.83,69.78,0.0310758,-9999
967,2006/05/02 09:39,1001,0.0,2.521,171.3,7.78,70.1,0.0310758,-9999
968,2006/05/02 09:40,1001,0.0,2.542,129.5,7.8,70.2,0.0310758,-9999
969,2006/05/02 09:41,1001,0.0,2.625,143.5,7.75,70.4,0.0310758,-9999
970,2006/05/02 09:42,1001,0.0,2.292,140.3,7.74,70.7,0.0310758,-9999
971,2006/05/02 09:43,1001,0.0,2.458,136.6,7.77,70.4,0.0310758,-9999
972,2006/05/02 09:44,1001,0.0,2.479,137.2,7.71,70.4,0.0310758,-9999
973,2006/05/02 09:45,1001,0.0,2.333,132.5,7.7,70.7,0.0325556,-9999
974,2006/05/02 09:46,1001,0.0,2.167,151.5,7.71,70.6,0.0310758,-9999
975,2006/05/02 09:47,1001,0.0,3.229,133.4,7.67,70.6,0.0310758,-9999
976,2006/05/02 09:48,1001,0.0,2.563,123.8,7.66,70.6,0.0310758,-9999
977,2006/05/02 09:49,1001,0.0,2.438,114.1,7.66,70.6,0.0310758,-9999
978,2006/05/02 09:50,1001,0.0,1.813,127.2,7.67,70.4,0.0310758,-9999
979,2006/05/02 09:51,1001,0.0,2.563,132.3,7.68,70.2,0.0325556,-9999
980,2006/05/02 09:52,1001,0.0,3.021,130.4,7.7,70.2,0.0325556,-9999
981,2006/05/02 09:53,1001,0.0,2.417,146.5,7.69,70.4,0.0325556,-9999
982,2006/05/02 09:54,1001,0.0,1.438,145.8,7.74,70.1,0.0340354,-9999
983,2006/05/02 09:55,1001,0.0,2.208,139.5,7.78,69.91,0.0340354,-9999
984,2006/05/02 09:56,1001,0.0,2.833,154.5,7.75,69.78,0.0340354,-9999
985,2006/05/02 09:57,1001,0.0,2.875,164.5,7.68,69.75,0.0340354,-9999
986,2006/05/02 09:58,1001,0.0,2.563,132.9,7.69,69.82,0.0340354,-9999
987,2006/05/02 09:59,1001,0.0,3.167,141.7,7.69,69.65,0.0340354,-9999
988,2006/05/02 10:00,1001,0.0,3.917,129.8,7.64,70.1,0.0340354,-9999
989,2006/05/02 10:01,1001,0.0,2.271,139.7,7.68,70.1,0.0325556,-9999
990,2006/05/02 10:02,1001,0.0,2.542,130.8,7.7,70.3,0.0325556,-9999
991,2006/05/02 10:03,1001,0.0,2.542,141.5,7.71,69.68,0.0325556,-9999
992,2006/05/02 10:04,1001,0.0,2.667,136.1,7.69,69.78,0.0325556,-9999
993,2006/05/02 10:05,1001,0.0,2.625,143.7,7.68,69.65,0.0325556,-9999
994,2006/05/02 10:06,1001,0.0,2.479,127.4,7.69,69.81,0.0325556,-9999
995,2006/05/02 10:07,1001,0.0,2.271,126.9,7.72,69.65,0.0325556,-9999
996,2006/05/02 10:08,1001,0.0,2.688,135.8,7.75,69.45,0.0325556,-9999
997,2006/05/02 10:09,1001,0.0,3.313,143.8,7.72,69.45,0.0340354,-9999
998,2006/05/02 10:10,1001,0.0,1.896,128.1,7.72,69.71,0.0355152,-9999
999,2006/05/02 10:11,1001,0.0,2.313,133.9,7.75,69.52,0.0355152,-9999
